Town,Year,Substance,Gender,Measure Type,Variable,Value
East Lyme,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,6
East Windsor,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Eastford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Easton,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Ellington,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,6
Enfield,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,16
Essex,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Fairfield,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,8
Farmington,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Franklin,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Glastonbury,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Goshen,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Granby,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Greenwich,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,35
Griswold,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,6
Groton,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,10
Guilford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,12
Haddam,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Hamden,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Hampton,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Hartford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,41
Hartland,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Harwinton,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,6
Hebron,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Kent,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Killingly,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Killingworth,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Lebanon,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Ledyard,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Lisbon,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Litchfield,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Lyme,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Madison,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Manchester,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Mansfield,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Marlborough,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Meriden,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,9
Middlebury,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Middlefield,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Middletown,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,20
Milford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,10
Monroe,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Montville,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,6
Morris,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Naugatuck,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,6
New Britain,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,23
New Canaan,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
New Fairfield,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
New Hartford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
New Haven,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,26
New London,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,14
New Milford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,8
Newington,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Newtown,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,9
Norfolk,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
North Branford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,7
North Canaan,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
North Haven,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,12
North Stonington,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Norwalk,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,21
Norwich,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Old Lyme,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Old Saybrook,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Orange,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Oxford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Plainfield,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,12
Plainville,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,7
Plymouth,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Pomfret,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Portland,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Preston,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Prospect,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Putnam,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Redding,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Ridgefield,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Rocky Hill,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Roxbury,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Salem,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Salisbury,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Scotland,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Seymour,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Sharon,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Shelton,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,15
Sherman,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Simsbury,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Somers,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
South Windsor,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Southbury,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Southington,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Sprague,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Stafford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Stamford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,8
Sterling,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Stonington,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Stratford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,7
Suffield,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,3
Thomaston,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Thompson,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Tolland,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Torrington,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,7
Trumbull,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,12
Union,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Vernon,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Voluntown,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Wallingford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,12
Warren,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Washington,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Waterbury,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,29
Waterford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Watertown,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,14
West Hartford,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,13
West Haven,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,6
Westbrook,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Weston,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Westport,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,9
Wethersfield,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Willington,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Wilton,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,8
Winchester,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Windham,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,13
Windsor,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Windsor Locks,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Wolcott,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Woodbridge,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Woodbury,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,6
Woodstock,2007,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Andover,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Ansonia,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,4
Ashford,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Avon,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Barkhamsted,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Beacon Falls,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,1
Berlin,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,1
Bethany,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Bethel,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Bethlehem,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Bloomfield,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Bolton,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Bozrah,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Branford,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,2
Bridgeport,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,5
Bridgewater,2007,Illegal Drug,Female,Number,School suspensions and expulsions in past year,1
